kind,condition,frequency,power
bandpass,independent_rms,16.796875,0.00013394709507873274
bandpass,independent_rms,17.1875,0.00013414193673664618
bandpass,independent_rms,17.578125,0.00013449116347621614
bandpass,independent_rms,17.96875,0.00013047687042716817
bandpass,independent_rms,18.359375,0.00013271298186524072
bandpass,independent_rms,18.75,0.000130814745656837
bandpass,independent_rms,19.140625,0.00013434764625543487
bandpass,independent_rms,19.53125,0.0001343583222920576
bandpass,independent_rms,19.921875,0.00013226244541716684
bandpass,independent_rms,20.3125,0.0001325731485855793
bandpass,independent_rms,20.703125,0.0001329562390023855
bandpass,independent_rms,21.09375,0.00013542339229514645
bandpass,independent_rms,21.484375,0.00013333227947236724
bandpass,independent_rms,21.875,0.0001334660372241111
